,Datetime,Open,High,Low,Close,Adj Close,Volume
0,2020-06-01 09:30:00-04:00,1418.3900146484375,1421.6800537109375,1418.0,1420.3189697265625,1420.3189697265625,49542.0
1,2020-06-01 09:31:00-04:00,1421.449951171875,1422.5,1421.199951171875,1421.47998046875,1421.47998046875,1687.0
2,2020-06-01 09:32:00-04:00,1423.594970703125,1425.699951171875,1423.3299560546875,1424.989990234375,1424.989990234375,16166.0
3,2020-06-01 09:33:00-04:00,1424.4940185546875,1424.81396484375,1423.5400390625,1424.81396484375,1424.81396484375,4088.0
4,2020-06-01 09:34:00-04:00,1423.75,1428.0625,1423.0400390625,1428.0574951171875,1428.0574951171875,5017.0
5,2020-06-01 09:35:00-04:00,1427.7099609375,1428.550048828125,1426.1500244140625,1428.3599853515625,1428.3599853515625,6421.0
6,2020-06-01 09:36:00-04:00,1427.22998046875,1427.22998046875,1425.0,1425.75,1425.75,4793.0
7,2020-06-01 09:37:00-04:00,1425.6300048828125,1427.6400146484375,1425.469970703125,1427.0799560546875,1427.0799560546875,4088.0
8,2020-06-01 09:38:00-04:00,1428.3800048828125,1429.1199951171875,1427.2900390625,1427.3199462890625,1427.3199462890625,9583.0
9,2020-06-01 09:39:00-04:00,1427.39501953125,1428.52001953125,1426.449951171875,1426.449951171875,1426.449951171875,5817.0
10,2020-06-01 09:40:00-04:00,1427.7900390625,1430.949951171875,1427.7900390625,1430.949951171875,1430.949951171875,7737.0
11,2020-06-01 09:41:00-04:00,1431.621337890625,1432.3299560546875,1430.8699951171875,1431.7099609375,1431.7099609375,5557.0
12,2020-06-01 09:42:00-04:00,1431.0,1433.4300537109375,1431.0,1433.2900390625,1433.2900390625,3554.0
13,2020-06-01 09:43:00-04:00,1433.010009765625,1434.719970703125,1433.010009765625,1434.719970703125,1434.719970703125,4769.0
14,2020-06-01 09:44:00-04:00,1435.0,1435.760009765625,1434.739990234375,1435.0400390625,1435.0400390625,4516.0
15,2020-06-01 09:45:00-04:00,1433.68994140625,1434.7864990234375,1433.491455078125,1433.491455078125,1433.491455078125,654.0
16,2020-06-01 09:46:00-04:00,1434.1650390625,1434.5799560546875,1432.6600341796875,1432.7099609375,1432.7099609375,6659.0
17,2020-06-01 09:47:00-04:00,1433.0250244140625,1434.2449951171875,1432.5400390625,1433.1680908203125,1433.1680908203125,5079.0
18,2020-06-01 09:48:00-04:00,1430.5999755859375,1433.47998046875,1430.5999755859375,1433.47998046875,1433.47998046875,3954.0
19,2020-06-01 09:49:00-04:00,1433.5,1433.9300537109375,1431.2635498046875,1431.2635498046875,1431.2635498046875,1732.0
20,2020-06-01 09:50:00-04:00,1433.010009765625,1433.014404296875,1430.300048828125,1433.014404296875,1433.014404296875,5838.0
21,2020-06-01 09:51:00-04:00,1433.030517578125,1433.1400146484375,1432.030029296875,1432.030029296875,1432.030029296875,1338.0
22,2020-06-01 09:52:00-04:00,1432.0,1434.530029296875,1431.949951171875,1433.6495361328125,1433.6495361328125,2197.0
23,2020-06-01 09:53:00-04:00,1433.300048828125,1434.31005859375,1433.300048828125,1434.31005859375,1434.31005859375,1226.0
24,2020-06-01 09:54:00-04:00,1432.6019287109375,1432.8349609375,1432.050048828125,1432.1199951171875,1432.1199951171875,1719.0
25,2020-06-01 09:55:00-04:00,1432.64501953125,1433.47998046875,1432.280029296875,1432.969970703125,1432.969970703125,4318.0
26,2020-06-01 09:56:00-04:00,1432.9083251953125,1433.780029296875,1432.8900146484375,1433.780029296875,1433.780029296875,1595.0
27,2020-06-01 09:57:00-04:00,1433.254150390625,1433.4200439453125,1432.472412109375,1433.4200439453125,1433.4200439453125,3107.0
28,2020-06-01 09:58:00-04:00,1433.39501953125,1433.8800048828125,1432.9300537109375,1433.3399658203125,1433.3399658203125,2022.0
29,2020-06-01 09:59:00-04:00,1433.3499755859375,1433.56005859375,1431.5799560546875,1431.8399658203125,1431.8399658203125,3345.0
30,2020-06-01 10:00:00-04:00,1432.7900390625,1432.969970703125,1431.760009765625,1432.969970703125,1432.969970703125,5878.0
31,2020-06-01 10:01:00-04:00,1434.1199951171875,1435.0,1434.1199951171875,1435.0,1435.0,3238.0
32,2020-06-01 10:02:00-04:00,1434.5999755859375,1434.5999755859375,1432.6116943359375,1432.8599853515625,1432.8599853515625,6197.0
33,2020-06-01 10:03:00-04:00,1433.1300048828125,1433.385009765625,1431.7449951171875,1433.1600341796875,1433.1600341796875,3416.0
34,2020-06-01 10:04:00-04:00,1433.050048828125,1433.8399658203125,1432.6556396484375,1432.85009765625,1432.85009765625,2786.0
35,2020-06-01 10:05:00-04:00,1433.469970703125,1435.0,1433.469970703125,1435.0,1435.0,2367.0
36,2020-06-01 10:06:00-04:00,1435.0,1436.344970703125,1435.0,1435.47998046875,1435.47998046875,4524.0
37,2020-06-01 10:07:00-04:00,1435.280029296875,1436.719970703125,1434.300048828125,1435.8399658203125,1435.8399658203125,3743.0
38,2020-06-01 10:08:00-04:00,1435.8199462890625,1436.47998046875,1435.0450439453125,1435.29736328125,1435.29736328125,2422.0
39,2020-06-01 10:09:00-04:00,1436.5,1436.5,1435.43994140625,1435.43994140625,1435.43994140625,989.0
40,2020-06-01 10:10:00-04:00,1434.949951171875,1436.10498046875,1434.4676513671875,1435.8350830078125,1435.8350830078125,1495.0
41,2020-06-01 10:11:00-04:00,1436.0,1437.5830078125,1436.0,1437.5830078125,1437.5830078125,2347.0
42,2020-06-01 10:12:00-04:00,1437.5799560546875,1437.9599609375,1436.8599853515625,1437.199951171875,1437.199951171875,3382.0
43,2020-06-01 10:13:00-04:00,1436.75,1436.8599853515625,1433.1300048828125,1435.68994140625,1435.68994140625,6828.0
44,2020-06-01 10:14:00-04:00,1435.3299560546875,1436.27001953125,1434.2335205078125,1436.27001953125,1436.27001953125,2741.0
45,2020-06-01 10:15:00-04:00,1435.4300537109375,1435.72998046875,1434.2900390625,1434.2900390625,1434.2900390625,2521.0
46,2020-06-01 10:16:00-04:00,1433.6700439453125,1434.43994140625,1433.5050048828125,1433.7049560546875,1433.7049560546875,2871.0
47,2020-06-01 10:17:00-04:00,1434.3499755859375,1435.2950439453125,1434.3499755859375,1435.2950439453125,1435.2950439453125,1734.0
48,2020-06-01 10:18:00-04:00,1435.1400146484375,1435.43994140625,1434.0699462890625,1435.0008544921875,1435.0008544921875,1930.0
49,2020-06-01 10:19:00-04:00,1434.4300537109375,1434.4300537109375,1432.530029296875,1432.9000244140625,1432.9000244140625,2144.0
50,2020-06-01 10:20:00-04:00,1432.43994140625,1434.2918701171875,1431.68994140625,1434.2918701171875,1434.2918701171875,4199.0
51,2020-06-01 10:21:00-04:00,1434.4139404296875,1435.1300048828125,1433.8399658203125,1433.8399658203125,1433.8399658203125,1996.0
52,2020-06-01 10:22:00-04:00,1432.97998046875,1432.97998046875,1431.6300048828125,1431.6661376953125,1431.6661376953125,2902.0
53,2020-06-01 10:23:00-04:00,1432.3121337890625,1433.8199462890625,1432.3121337890625,1433.8199462890625,1433.8199462890625,1851.0
54,2020-06-01 10:24:00-04:00,1433.4300537109375,1433.4300537109375,1433.4300537109375,1433.4300537109375,1433.4300537109375,169.0
55,2020-06-01 10:25:00-04:00,1433.2249755859375,1434.0,1433.2249755859375,1433.824951171875,1433.824951171875,1449.0
56,2020-06-01 10:26:00-04:00,1433.280029296875,1433.679931640625,1432.4000244140625,1432.7750244140625,1432.7750244140625,3181.0
57,2020-06-01 10:27:00-04:00,1432.4100341796875,1432.896240234375,1432.3858642578125,1432.6011962890625,1432.6011962890625,1755.0
58,2020-06-01 10:28:00-04:00,1432.469970703125,1432.6800537109375,1432.239990234375,1432.4599609375,1432.4599609375,2151.0
59,2020-06-01 10:29:00-04:00,1433.18994140625,1434.050048828125,1433.18994140625,1434.050048828125,1434.050048828125,1054.0
60,2020-06-01 10:30:00-04:00,1433.239990234375,1434.800048828125,1433.239990234375,1434.550048828125,1434.550048828125,5843.0
61,2020-06-01 10:31:00-04:00,1433.8199462890625,1434.72998046875,1433.751953125,1434.72998046875,1434.72998046875,871.0
62,2020-06-01 10:32:00-04:00,1434.68994140625,1435.72998046875,1434.421142578125,1434.989990234375,1434.989990234375,1971.0
63,2020-06-01 10:33:00-04:00,1435.2900390625,1435.35400390625,1434.6099853515625,1434.9881591796875,1434.9881591796875,1611.0
64,2020-06-01 10:34:00-04:00,1433.719970703125,1434.6400146484375,1433.699951171875,1434.6400146484375,1434.6400146484375,3073.0
65,2020-06-01 10:35:00-04:00,1434.3270263671875,1434.3270263671875,1434.2979736328125,1434.2979736328125,1434.2979736328125,1671.0
66,2020-06-01 10:36:00-04:00,1433.800048828125,1433.800048828125,1433.1800537109375,1433.1800537109375,1433.1800537109375,1568.0
67,2020-06-01 10:37:00-04:00,1432.3499755859375,1433.3299560546875,1432.02001953125,1432.300048828125,1432.300048828125,2035.0
68,2020-06-01 10:38:00-04:00,1432.050048828125,1432.31494140625,1431.6199951171875,1432.31494140625,1432.31494140625,6528.0
69,2020-06-01 10:39:00-04:00,1432.008544921875,1433.06494140625,1432.0,1433.06494140625,1433.06494140625,2748.0
70,2020-06-01 10:40:00-04:00,1432.6700439453125,1432.780029296875,1432.6700439453125,1432.780029296875,1432.780029296875,897.0
